ID;Bird;Cage;Date of Transfer;Who
4602;p1r5;U7;01.05.2009;Janie
4603;p2r5;U7;01.05.2009;Janie
4604;r5s12;U7;01.05.2009;Janie
4605;r6y11;U7;01.05.2009;Janie
4606;r6y12;U7;01.05.2009;Janie
4607;yellow20;U7;01.05.2009;Janie
4608;r5y14;U7;01.05.2009;Janie
4609;y12red;U7;01.05.2009;Janie
4610;r6s13;KU;01.05.2009;Claude
4611;b11r5;MK;01.05.2009;Claude
4612;g14r4;MK;01.05.2009;Claude
4613;g1r3;MK;01.05.2009;Claude
4614;g4r5;MK;01.05.2009;Claude
4615;g8r5;MK;01.05.2009;Claude
4617;g8r5;MK;01.05.2009;Claude
4618;green4;MK;01.05.2009;Claude
4619;o1r3;MK;01.05.2009;Claude
4620;o3r3;MK;01.05.2009;Claude
4621;p17r4;MK;01.05.2009;Claude
4622;r1r1;MK;01.05.2009;Claude
4623;r2s20;MK;01.05.2009;Claude
4624;r5s1;MK;01.05.2009;Claude
4625;r6s5;MK;01.05.2009;Claude
4626;r6s8;MK;01.05.2009;Claude
4627;s19r3;MK;01.05.2009;Claude
4628;o19r7;E4;04.05.2009;Andreas
4629;p13r6;R1;04.05.2009;Daniele
4630;p20r6;KM;04.05.2009;Daniele
4631;g8r6;KM;04.05.2009;Moritz
4632;g12r2;KO;04.05.2009;Moritz
4633;b11r7;R4;04.05.2009;Andreas
4634;b15r7;R4;02.05.2009;Daniele
4635;y16p-s2;R4;04.05.2009;Andreas
4636;b8p-s14k;R4;04.05.2009;Andreas
4637;g19r7;KM;04.05.2009;Daniele
4638;o20r7;E1;04.05.2009;Georg
4639;p1s1;E7;05.05.2009;Patrick
4640;b13r7;E7;05.05.2009;
4641;o14r7;E6;05.05.2009;Patrick
4642;o11r6;KM;05.05.2009;Daniele
4643;g20r7;KM;05.05.2009;Daniele
4644;p14r6;KM;05.05.2009;Daniele
4645;g15r6;KM;05.05.2009;Georg
4646;o13r5;O2;06.05.2009;Alexei
4647;b16r7;KU;06.05.2009;Alexei
4648;o6r7;M5;06.05.2009;Alexei
4649;dJM5a;M5;06.05.2009;Alexei
4650;dJFJ5b;M5;06.05.2009;Alexei
4651;dJFJ5c;M5;06.05.2009;Alexei
4652;dJFJ5d;M5;06.05.2009;FJ5
4653;g16r8;O2;06.05.2009;Alexei
4654;g15r8;O2;06.05.2009;Alexei
4655;g14r8;O2;06.05.2009;Alexei
4656;p13r5;KU;06.05.2009;Alexei
4657;o3r6;KO;07.05.2009;Moritz
4658;r7s4;KO;07.05.2009;Moritz
4659;b11r7;E4;08.05.2009;Georg
4660;y16p-s2;E3;08.05.2009;Josh
4661;k12r6;KO;08.05.2009;Moritz
4662;cj10;2U3;08.05.2009;Joshua
4663;b11r5;KM;09.05.2009;Andreas
4664;r5s1;KU;09.05.2009;Andreas
4665;r5s1;KU;09.05.2009;2M2
4666;r5s14;KM;09.05.2009;Andreas
4667;r2s20;KU;09.05.2009;Andreas
4668;p5r5;2M3;09.05.2009;Andreas
4669;r2s18;2M3;09.05.2009;Andreas
4670;b4r6;M3;09.05.2009;Andreas
4671;p15r5;M3;09.05.2009;Andreas
4672;g6r6;M6;09.05.2009;Andreas
4673;p8r6;M6;09.05.2009;Andreas
4674;p11r6;O7;09.05.2009;Andreas
4675;b18r6;O7;09.05.2009;Andreas
4676;g6r6;KM;09.05.2009;Moritz
4677;b6r6;KO;11.05.2009;Daniele
4678;b19r7;2U3;11.05.2009;Patrick
4679;b18r7;2U4;11.05.2009;Patrick
4680;b17r7;2U4B;11.05.2009;Patrick
4681;r6y3;R2;11.05.2009;Daniele
4682;r6y19;R2;11.05.2009;Daniele
4683;r6y16;R2;11.05.2009;Daniele
4684;k4r6;KO;11.05.2009;Daniele
4685;p8r6;M5;12.05.2009;Alexei
4686;b14r7;O2;12.05.2009;Alexei
4687;o13r5;FJ1;12.05.2009;Alexei
4688;o6r7;FJ5;12.05.2009;Alexei
4689;dJM5a;FJ5;12.05.2009;Alexei
4690;g16r8;FJ1;12.05.2009;Alexei
4691;g15r8;FJ1;12.05.2009;Alexei
4692;g14r8;FJ1;12.05.2009;Alexei
4693;p1r6;KO;14.05.2009;Moritz
4694;k11r7;U5B;14.05.2009;Patrick
4695;k5r7;2U2;14.05.2009;Daniele
4696;k7r7;2U3;14.05.2009;Daniele
4697;k8r7;2U4B;14.05.2009;Daniele
4699;k10r7;2U4B;14.05.2009;Daniele
4700;dJM5a;M5;14.05.2009;Daniele
4701;g2r5;2U3;14.05.2009;Daniele
4702;b6r5;2U4;14.05.2009;Daniele
4703;r5y18;2U4;14.05.2009;Daniele
4704;b9r5;2U4B;14.05.2009;Daniele
4705;o8p-y8;2U4B;14.05.2009;Daniele
4706;k16r5;U4;14.05.2009;Daniele
4707;s11o-sb;U4;14.05.2009;Daniele
4708;o2r7;KO;14.05.2009;Daniele
4709;p12r4;KU;14.05.2009;Daniele
4710;s3k-y8;KO;14.05.2009;Daniele
4711;o15r7;KU;14.05.2009;Daniele
4712;p11k-ch900;KO;14.05.2009;Daniele
4713;r7p1;KO;14.05.2009;Daniele
4714;r7s2;KO;14.05.2009;Daniele
4715;o15r6;KU;14.05.2009;Daniele
4716;o7r7;KO;14.05.2009;Daniele
4717;r5y18;KU;14.05.2009;Daniele
4718;p3r6;KO;14.05.2009;Daniele
4719;p13r5;FJ5;14.05.2009;Daniele
4720;o17r7;KU;14.05.2009;Daniele
4721;o18r7;KU;15.05.2009;Daniele
4722;r7y18;IS7;15.05.2009;Alexei
4723;o20r6;R1;18.05.2009;Moritz
4724;k2r6;R1;18.05.2009;Moritz
4725;p16r6;R1;18.05.2009;Moritz
4726;r6y19;R1;19.05.2009;Daniele
4727;r6y16;R1;19.05.2009;Daniele
4728;k7r6;R1;20.05.2009;Moritz
4729;r6y3;R1;20.05.2009;Moritz
4730;k3r6;KO;20.05.2009;Moritz
4731;g12r2;KM;22.05.2009;Janie
4732;g4r7;KU;22.05.2009;Janie
4733;b8r7;KM;22.05.2009;Janie
4734;b4r7;KU;22.05.2009;Janie
4735;r5y15;KM;22.05.2009;Janie
4736;o12r3;KU;22.05.2009;Janie
4737;974;KM;22.05.2009;Janie
4738;g2r5;KU;22.05.2009;Janie
4739;s17o;U5;22.05.2009;Janie
4740;r7g-yellow8;U5;22.05.2009;Janie
4741;r8s4;U5B;22.05.2009;Janie
4742;r8s4;KU;22.05.2009;Janie
4743;r8s2;U5B;22.05.2009;Janie
4744;r8s3;U5B;22.05.2009;Janie
4745;r8s1;U5B;22.05.2009;Janie
4746;r8s5;M1B;22.05.2009;Janie
4747;k11r7;E4;26.05.2009;Patrick
4748;b17r7;E6;26.05.2009;Patrick
4749;b18r7;E5;26.05.2009;Patrick
4750;p20r6;R3;26.05.2009;Daniele
4751;g20r7;R3;26.05.2009;Daniele
4752;k16r5;KM;26.05.2009;Claude
4753;b1r5;KO;26.05.2009;Claude
4754;k3r7;FJ8;26.05.2009;Alexei
4755;p14r6;R3;27.05.2009;Moritz
4756;o11r6;R3;27.05.2009;Moritz
4757;o3r6;R4;27.05.2009;Moritz
4758;r7s4;R4;27.05.2009;Moritz
4759;o1r1;2U1;30.05.2009;Michael
4760;k14r6;2U1;30.05.2009;Michael
4761;r7y1;M4;30.05.2009;Michael
4762;r7s7;M7;30.05.2009;Michael
4763;o17r6;M7;30.05.2009;Michael
4764;g13p-purple20;O1;30.05.2009;Michael
4765;r5s2;O4;30.05.2009;Michael
4767;g1r8;O4;30.05.2009;Michael
4768;g7r8;O6;30.05.2009;Michael
4769;g5r8;O6;30.05.2009;Michael
4770;g10r8;O6;30.05.2009;Michael
4771;g3r8;O6;30.05.2009;Michael
4772;g4r8;U3;30.05.2009;Michael
4773;g2r8;U3;30.05.2009;Michael
4774;g11r8;U3;30.05.2009;Michael
4775;g12r8;U3;30.05.2009;Michael
4776;;;;
4777;dJU2c;U2;30.05.2009;Michael
4778;p2s2;KM;30.05.2009;Michael
4779;b7br-b3k;KU;30.05.2009;Michael
4780;p10r6;KM;30.05.2009;Michael
4781;purple16;KU;30.05.2009;Michael
4782;b6r5;KM;30.05.2009;Michael
4783;r7y4;KU;30.05.2009;Michael
4784;r7y5;E2;13.05.2009;Alexei
4785;r7y8;FJ2;13.05.2009;Alexei
4786;r7y7;FJ2;13.05.2009;Alexei
4787;k1r7;FJ4;22.05.2009;Alexei
4788;r7y20;FJ4;22.05.2009;Alexei
4789;r7y11;FJ2;18.05.2009;Alexei
4790;r7y19;FJ7;18.05.2009;Alexei
4791;g6r6;R4;02.06.2009;Daniele
4792;b7r5;KM;02.06.2009;Michael
4793;r12p-y7o;KO;02.06.2009;Michael
4794;k12r6;KO;02.06.2009;Daniele
4795;b14r7;KM;02.06.2009;Michael
4796;o1r7;KO;02.06.2009;Michael
4797;g8r6;R4;02.06.2009;Daniele
4798;g10r8;KO;02.06.2009;Patrick
4799;g7r8;KO;02.06.2009;Patrick
4800;r7y11;IS6;02.06.2009;Alexei
4801;r7y19;IS8;02.06.2009;Alexei
4802;p1r6;R4;04.06.2009;Moritz
4803;b6r6;R1;04.06.2009;Moritz
4804;k4r6;R2;04.06.2009;Moritz
4805;g14r5;U7;05.06.2009;Michael
4806;k3r5;MK;09.03.2009;Michael
4807;p12r5;U7;07.06.2009;Michael
4809;b14r7;IS3;08.06.2009;Michael
4810;o1r7;IS5;08.06.2009;Michael
4811;b7r5;IS7;08.06.2009;Michael
4812;r12p-y7o;IS2;08.06.2009;Michael
4813;k5r5;U7;08.06.2009;Michael
4814;g13p-purple20;KO;08.06.2009;Michael
4815;o5r6;KM;08.06.2009;Michael
4816;b13r3;M1;05.06.2009;Moritz
4817;b13r3;KM;08.06.2009;Michael
4818;b11r6;M1B;08.06.2009;Moritz
4819;g4r6;U3;08.06.2009;Moritz
4820;r6s4;U3;08.06.2009;Moritz
4821;g1r8;KU;08.06.2009;Moritz
4822;r12p-y7o;R3;09.06.2009;Michael
4823;p11r6;KM;09.06.2009;Moritz
4824;b1r5;IS4;09.06.2009;Claude
4825;;;;
4826;;;;
4827;b4r6;KM;09.06.2009;Moritz
4828;p6r4;2O1;10.06.2009;Moritz
4829;r7y2;FJ2;10.06.2009;Alexei
4830;o19r5;FJ2;10.06.2009;Alexei
4831;r5s13;FJ7;10.06.2009;Alexei
4832;r2y1;FJ7;10.06.2009;Alexei
4833;o8r5;FJ3;10.06.2009;Alexei
4834;g2r8;KO;10.06.2009;Alexei
4835;b14r4;KO;10.06.2009;Alexei
4836;g8r1;KO;10.06.2009;Alexei
4837;o1r1;KO;10.06.2009;Alexei
4838;r011;KO;10.06.2009;Alexei
4839;g7r8;E9;11.06.2009;Patrick
4840;g10r8;E8;11.06.2009;Patrick
4841;g20r5;2O1;11.06.2009;Daniele
4842;p8r4;2O1;11.06.2009;Moritz
4843;b9r5;KM;12.06.2009;Daniele
4844;k1r7;E1;14.06.2009;Alexei
4845;r7y20;E1;14.06.2009;Alexei
4846;b13r3;IS7;15.06.2009;Michael
4847;g13p-purple20;IS2;15.06.2009;Michael
4848;o5r6;IS3;15.06.2009;Michael
4849;p16r5-michi;IS5;15.06.2009;Michael
4850;g20r5;R2;16.06.2009;Daniele
4851;b18r6;KU;16.06.2009;Michael
4852;b2r7;KU;16.06.2009;Michael
4853;b5r6;KU;16.06.2009;Michael
4854;b9r4;KU;16.06.2009;Michael
4855;g3r8;KU;16.06.2009;Michael
4856;g6r5-x;KU;16.06.2009;Michael
4857;g9r7;KU;16.06.2009;Michael
4858;dJ2O4a;KU;16.06.2009;Michael
4859;k7r7;KU;16.06.2009;Michael
4861;o16r6;KU;16.06.2009;Michael
4862;o8r3;KU;16.06.2009;Michael
4863;p18r4;KU;16.06.2009;Michael
4864;p18r6;KU;16.06.2009;Michael
4865;p19r4;KU;16.06.2009;Michael
4866;k8r7;KU;16.06.2009;Michael
4867;r2b1;KU;16.06.2009;Michael
4868;r3y13;KU;16.06.2009;Michael
4869;r5s1;KU;16.06.2009;Michael
4870;r5s2;KU;16.06.2009;Michael
4871;r6s8;KU;16.06.2009;Michael
4872;r6y14;KU;16.06.2009;Michael
4873;r6y4;KU;16.06.2009;Michael
4874;r7g-yellow8;KU;16.06.2009;Michael
4875;r7y3;KU;16.06.2009;Michael
4876;r8s1;KU;16.06.2009;Michael
4877;r8s2;KU;16.06.2009;Michael
4878;r8s3;KU;16.06.2009;Michael
4879;red5;KU;16.06.2009;Michael
4880;s11o-sb;KU;16.06.2009;Michael
4881;o3r5;?;16.06.2009;Michael
4882;b16r7;FJ1;16.06.2009;?
4884;b16r7;KU;16.06.2009;Michael
4885;b18r7;KM;16.06.2009;Michael
4888;p1s1;KM;16.06.2009;Michael
4889;r8s5;KM;16.06.2009;Michael
4890;b7r5;R3;16.06.2009;Michael
4891;g13p-purple20;R3;16.06.2009;Michael
4892;b1b2;KM;17.06.2009;Michael
4893;r6y10;O6;17.06.2009;Joshua
4894;b15r6;O6;17.06.2009;Joshua
4896;p2r5;R7;17.06.2009;Joshua
4897;b5r7;KU;17.06.2009;Joshua
4898;r5y14;R7;17.06.2009;Joshua
4899;r7y1;KU;17.06.2009;Joshua
4900;p1r5;R7;17.06.2009;Joshua
4901;p4r7;KU;17.06.2009;Joshua
4902;k8r7;R4;18.06.2009;Janie
4903;o16r6;R4;18.06.2009;Janie
4904;r8s2;R4;18.06.2009;Janie
4905;r8s3;R4;18.06.2009;Janie
4906;red5;R4;18.06.2009;Janie
4907;r6y14;R4;18.06.2009;Janie
4908;p17r2;R7;19.06.2009;Janie
4909;b9r5;R2;19.06.2009;Daniele
4910;k5r5;MK;10.06.2009;Michael
4911;r12p-y7o;MK;19.06.2009;Michael
4912;p12r5;MK;09.06.2009;Michael
4913;b7r5;MK;19.06.2009;Michael
4914;g13p-purple20;MK;19.06.2009;Michael
4915;o7r5;FJ3;19.06.2009;Alexei
4916;p2r6;FJ4;19.06.2009;Alexei
4917;p3r7;FJ4;19.06.2009;Alexei
4918;p5r7;FJ6;19.06.2009;Alexei
4919;r6s10;FJ6;19.06.2009;Alexei
4920;o5r5;FJ8;19.06.2009;Alexei
4921;r5s4;FJ8;19.06.2009;Alexei
4922;o1r7;R3;19.06.2009;Michael
4923;b14r7;KM;20.06.2009;Janie
4924;b20o-ch900;KM;20.06.2009;Janie
4925;g18r7;KM;20.06.2009;Janie
4926;p9r5;KM;20.06.2009;Janie
4927;r19p-s17o;KM;20.06.2009;Janie
4928;r5y16;KM;20.06.2009;Janie
4929;s17o;KM;20.06.2009;Janie
4930;p11r5;M2;20.06.2009;Janie
4931;g9r6;;20.06.2009;Janie
4932;o19r6;KO;20.06.2009;Janie
4933;o4r6;KO;20.06.2009;Janie
4934;o8r7;KO;20.06.2009;Janie
4935;p14r7;KO;20.06.2009;Janie
4936;r5y9;KO;20.06.2009;Janie
4937;b10r3;;20.06.2009;Janie
4938;k7r2;?;20.06.2009;Janie
4939;p16r5-michi;R3;20.06.2009;Michael
4940;p14k;KO;20.06.2009;Janie
4941;b10r3;KO;20.06.2009;Janie
4942;p7r6;KO;20.06.2009;Janie
4943;y16p-s2;KO;20.06.2009;Janie
4944;r6s10;KU;21.06.2009;Claude
4945;;;;
4946;;;;
4947;b7r7;KM;21.06.2009;Claude
4948;g4r8;KU;21.06.2009;Alexei
4949;r7s5;M5;21.06.2009;Alexei
4950;o6r7;M5;21.06.2009;Alexei
4951;b2r8;M5;21.06.2009;Alexei
4952;b3r8;M5;21.06.2009;Alexei
4953;b4r8;M5;21.06.2009;Alexei
4954;b5r8;M5;21.06.2009;Alexei
4955;b13r3;R3;22.06.2009;Michael
4956;r5s14;2M1;23.06.2009;Michael
4957;yellow20;R7;23.06.2009;Janie
4958;p1s1;IS5;23.06.2009;Michael
4959;y16p-s2;IS1;24.06.2009;Janie
4960;p7r6;IS4;24.06.2009;Janie
4961;b10r3;IS8;24.06.2009;Janie
4962;p1s1;MK;24.06.2009;Michael
4963;p16r5-michi;MK;24.06.2009;Michael
4964;r8s5;IS3;24.06.2009;Michael
4965;b1b2;IS2;24.06.2009;Michael
4966;b18r7;IS7;24.06.2009;Michael
4967;b16r7;R4;24.06.2009;Janie
4968;b6r7;R4;24.06.2009;Janie
4969;r6s8;R4;24.06.2009;Janie
4970;r7y3;R4;24.06.2009;Janie
4971;r8s1;R4;24.06.2009;Janie
4972;b18r6;R4;25.06.2009;Janie
4973;r5s2;R4;25.06.2009;Janie
4974;r7g-yellow8;R4;25.06.2009;Claude
4975;r6y14;R7;25.06.2009;Janie
4976;p15r6;E3;25.06.2009;Janie
4977;p15r6;R7;25.06.2009;Janie
4978;b4p-red11;R7;25.06.2009;Janie
4979;k1r7;R7;25.06.2009;Janie
4980;r7y20;R7;25.06.2009;Janie
4981;r6y12;R7;25.06.2009;Janie
4982;r5s14;;25.06.2009;Janie
5000;g9r6;KM;25.06.2009;Moritz
5001;r5s14;KM;25.06.2009;Moritz
5002;p14k;IS6;26.06.2009;Janie
5003;p11r5;KM;26.06.2009;Patrick
5004;o5r6;KM;26.06.2009;Moritz
5005;b4p-red11;R8;26.06.2009;Janie
5006;k1r7;R8;26.06.2009;Janie
5007;p15r6;R8;26.06.2009;Janie
5008;r7y20;R8;26.06.2009;Janie
5009;b1r5;R5;26.06.2009;Janie
5010;g14r4;R6;26.06.2009;Janie
5011;g4r5;R6;26.06.2009;Janie
5012;green4;R6;26.06.2009;Janie
5013;p17r4;R6;26.06.2009;Janie
5014;r6s5;R6;26.06.2009;Janie
5015;r7y11;R6;26.06.2009;Janie
5016;r7y19;R6;26.06.2009;Janie
5017;y12red;R7;26.06.2009;Janie
5018;g14r8;O2;27.06.2009;Alexei
5019;g16r8;O2;27.06.2009;Alexei
5020;g15r8;O2;27.06.2009;Alexei
5021;purple20;2O1;27.06.2009;Alexei
5022;p5r3;2O1;27.06.2009;Alexei
5023;b10r7;KM;27.06.2009;Alexei
5024;b15r6;KU;27.06.2009;Alexei
5025;b16r6;O2;28.06.2009;Janie
5026;o13r5;O2;28.06.2009;Janie
5027;b4r6;R1;29.06.2009;Daniele
5028;p8r4;R1;29.06.2009;Daniele
5029;p6r4;R1;29.06.2009;Daniele
5030;r6y11;R7;30.06.2009;Janie
5031;g4r6;KM;30.06.2009;Daniele
5032;b1r5;KO;03.07.2009;Andreas
5033;k10r7;KU;03.07.2009;Andreas
5034;y12red;KO;03.07.2009;Andreas
5035;p15r6;KU;03.07.2009;Andreas
5037;k7r2;KO;03.07.2009;Michael
5038;r7s3;KO;03.07.2009;Michael
5039;r8s5;KM;29.06.2009;Alexei
5040;r7s5;KO;03.07.2009;Michael
5041;r7s7;KO;03.07.2009;Michael
5043;o8r7;KM;03.07.2009;Michael
5044;red11;KM;03.07.2009;Michael
5045;o19r7;E1;06.06.2009;Andreas
5048;b13r3;MK;24.06.2009;Michael
5049;o1r7;MK;06.07.2009;Michael
5050;k7r2;R3;06.07.2009;Alexei
5051;b16r6;KM;06.07.2009;Claude
5052;r7y7;EB2;07.07.2009;Alexei
5053;k3r7;FJ8;07.07.2009;Alexei
5054;r7y5;EB2;07.07.2009;Alexei
5055;r7y8;EB3;07.07.2009;Alexei
5056;r6y10;KO;03.07.2009;Michael
5057;r6y10;R3;07.07.2009;Michael
5058;red11;IS2;07.07.2009;Michael
5059;r7y4;O7;07.07.2009;Alexei
5060;r6s12;KU;07.07.2009;Alexei
5061;b15r8;O7;07.07.2009;Alexei
5062;b16r8;O7;07.07.2009;Alexei
5063;b6r5;O7;07.07.2009;Alexei
5064;b11r7;KM;07.07.2009;Alexei
5065;b1b2;R3;07.07.2009;Michael
5066;p11r5;IS_8;08.07.2009;Patrick
5067;p3o-sb;E4;08.07.2009;Andreas
5068;p10r5;E3;08.07.2009;Andreas
5069;g14r8;KO;09.07.2009;Patrick
5070;red11;R3;09.07.2009;Michael
5071;b18r7;R3;08.07.2009;Michael
5072;b12r7;E3;10.07.2009;Joshua
5073;cj10;E3;10.07.2009;Joshua
5074;cj7;E3;10.07.2009;Joshua
5075;cj9;E3;10.07.2009;Joshua
5076;b11r5;2M2;10.07.2009;Daniele
5077;r5s1;;10.07.2009;Daniele
5078;k8r2;2O3;10.07.2009;Daniele
5079;r2s18;2O3;10.07.2009;Daniele
5080;s3k-y8;2O4;10.07.2009;Daniele
5081;o15r7;2O4;10.07.2009;Daniele
5082;b10r5;2U2;10.07.2009;Daniele
5083;p11k-ch900;M2;10.07.2009;Daniele
5084;o18r7;M2;10.07.2009;Daniele
5085;o7r7;M3;10.07.2009;Daniele
5086;o15r6;M3;10.07.2009;Daniele
5087;r7s2;O5;10.07.2009;Daniele
5088;o17r7;O5;10.07.2009;Daniele
5089;g17r8;2U2;10.07.2009;Daniele
5090;b1r8;U2;10.07.2009;Daniele
5091;dJO3f;O3;10.07.2009;Daniele
5092;r7s3;IS3;10.07.2009;Michael
5093;r7s5;IS7;10.07.2009;Michael
5094;o8r7;IS5;10.07.2009;Michael
5095;r6y10;IS2;10.07.2009;Michael
5096;g4r6;R1;12.07.2009;Daniele
5097;r7y17;KU;13.07.2009;Alexei
5098;r5s14;R2;14.07.2009;Daniele
5099;o5r6;R2;14.07.2009;Daniele
5100;g9r6;R2;14.07.2009;Daniele
5101;o7r7;KM;15.07.2009;Moritz
5102;r5y9;KO;16.07.2009;Moritz
5103;g14r8;E9;16.07.2009;Patrick
5104;o3r8;R10;16.07.2009;Janie
5105;r5s12;R7;16.07.2009;Janie
5106;cj11;2M1;16.07.2009;Joshua
5107;b10r5;KM;16.07.2009;Claude
5108;b11r5;KM;16.07.2009;Claude
5109;g17r8;KU;17.07.2009;Daniele
5110;o2r7;2O2;17.07.2009;Patrick
5111;p12r4;2O2;17.07.2009;Alexei
5112;k8r2;KM;17.07.2009;Alexei
5113;o7r5;KU;17.07.2009;Alexei
5114;r7s2;KM;17.07.2009;Patrick
5115;o2r7;KO;17.07.2009;Alexei
5116;g1r6;KU;19.07.2009;Janie
5117;r2s18;KU;19.07.2009;Janie
5119;p11r6;R1;20.07.2009;Moritz
5120;r5y9;R1;20.07.2009;Moritz
5121;cj11;E3;20.07.2009;Joshua
5122;r5s12;IS4;21.07.2009;Janie
5123;o3r8;IS2;21.07.2009;Janie
5124;b1r8;KO;21.07.2009;Joshua
5125;o3r5;KU;21.07.2009;Joshua
5126;r5s12;MK;22.07.2009;Janie
5127;g1r6;E1;22.07.2009;Janie
5128;r7s2;IS_8;22.07.2009;Patrick
5129;o2r7;IS_6;22.07.2009;Patrick
5130;b16r6;E8;23.07.2009;Claude
5131;p8r6;KU;23.07.2009;Claude
5132;y16p-s2;R7;23.07.2009;Janie
5133;o2r7;KO;24.07.2009;Moritz
5134;r7y11;KO;24.07.2009;Moritz
5135;r8y3;2U3;24.07.2009;Andreas
5136;r8y1;2U3;24.07.2009;Andreas
5137;r8y2;2U3;24.07.2009;Andreas
5138;b6r5;E7;25.07.2009;Alessandro
5139;;;;
5140;;;;
5141;;;;
5142;;;;
5143;;;;
5144;;;;
5145;p3r7;KU;21.07.2009;Alessandro
5146;o3r8;MK;21.07.2009;Alessandro
5147;b11r8;O3;25.07.2009;Janie
5148;b12r8;O3;25.07.2009;Janie
5149;b13r8;O3;25.07.2009;Janie
5150;b14r8;O3;25.07.2009;Janie
5151;b8r7;2U4;25.07.2009;Janie
5152;b4r7;2U4;25.07.2009;Janie
5153;p10r6;M6;25.07.2009;Janie
5154;purple16;M6;25.07.2009;Janie
5155;o10r8;R10;25.07.2009;Janie
5156;r5s1;KU;25.07.2009;Janie
5157;purple022;R10;25.07.2009;Janie
5158;g17r8;KU;25.07.2009;Janie
5159;o7r8;R10;25.07.2009;Janie
5160;p10r5;KU;25.07.2009;Janie
5161;o1r8;R10;25.07.2009;Janie
5162;o17r7;KU;25.07.2009;Janie
5163;o13r8;R10;25.07.2009;Janie
5166;o4r8;R10;25.07.2009;Janie
5167;p5r7;KU;25.07.2009;Janie
5168;o8r8;R10;25.07.2009;Janie
5170;purple050;R10;25.07.2009;Janie
5171;o18r7;KU;25.07.2009;Janie
5172;b4r7;KU;25.07.2009;Janie
5173;k5r2;KU;25.07.2009;Janie
5174;b8r7;KM;27.07.2009;Gokcen
5175;b8r7;IS4;27.07.2009;Gokcen
5176;b6r8;U1;27.07.2009;Andreas
5177;r7p1;U1;27.07.2009;Andreas
5178;r7s2;E8;28.07.2009;Patrick
5180;o2r3;E2;28.07.2009;Claude
5181;o1r3;R5;28.07.2009;Claude
5182;b16r6;R5;28.07.2009;Claude
5183;b6r5;KM;28.07.2009;Claude
5184;r5s12;E1;28.07.2009;Janie
5185;y16p-s2;E9;28.07.2009;Janie
5186;g1r6;MK;28.07.2009;Janie
5187;b10r3;R7;28.07.2009;Janie
5188;p14k;R7;28.07.2009;Janie
5189;p7r6;R7;28.07.2009;Janie
5190;r5s4;KU;28.07.2009;Janie
5191;p2r6;KU;28.07.2009;Janie
5192;p3o-sb;KU;28.07.2009;Janie
5193;o13r5;KU;28.07.2009;Janie
5194;p2r6;R7;29.07.2009;Andreas
5195;b6r8;IS2;29.07.2009;Andreas
5196;k7r2;R3;29.07.2009;Alessandro
5197;b6r8;E4;30.07.2009;Andreas
5198;r8y3;IS5;30.07.2009;Andreas
5199;r5y11;O3;30.07.2009;Alexei
5200;p2s2;U5;30.07.2009;Alexei
5201;p15r5;O3;30.07.2009;Alexei
5202;b7br-b3k;U5;30.07.2009;Alexei
5203;b12r8;KU;30.07.2009;Alexei
5204;b14r8;KU;30.07.2009;Alexei
5205;y13r8;O3;30.07.2009;Alexei
5206;r8y14;U5;30.07.2009;Alexei
5207;r8y15;U5;30.07.2009;Alexei
5208;r8y16;U5;30.07.2009;Alexei
5209;b15r8;FJ6;30.07.2009;Alexei
5210;o15r7;KU;31.07.2009;Alessandro
5211;o9r6;KU;31.07.2009;Alessandro
5212;r6s4;KU;31.07.2009;Alessandro
5213;s11o-sb;KU;31.07.2009;Alessandro
5214;o2r8;R10;31.07.2009;Moritz
5215;o13r7;KU;31.07.2009;Moritz
5216;g11r8;KU;31.07.2009;Gokcen
5217;o5r8;R10;31.07.2009;Moritz
5218;r5s19;;31.07.2009;
5219;k10r2;KU;31.07.2009;Moritz
5220;p2r6;E4;31.07.2009;Andreas
5221;r7p1;E4;31.07.2009;Andreas
5222;b8r8;U1;31.07.2009;Andreas
5223;b17r8;U6;31.07.2009;Moritz
5224;r6s12;FJ6;01.08.2009;Alessandro
5225;p7r6;E9;03.08.2009;Janie
5227;b10r3;MK;03.08.2009;Janie
5228;p14k;E1;03.08.2009;Janie
5229;b14r7;KM;05.08.2009;Daniele
5230;p10r6;KM;05.08.2009;Daniele
5231;p2s2;KM;05.08.2009;Daniele
5232;p2s2;R2;05.08.2009;
5233;r7s3;R3;06.08.2009;Michael
5234;b8r8;E4;07.08.2009;Andreas
5235;r8y5;2M1;07.08.2009;Joshua
5237;r8y6;2M1;07.08.2009;Joshua
5238;r8y7;2M1;07.08.2009;Joshua
5239;b10r8;U1;07.08.2009;Joshua
5240;b7r8;U1;07.08.2009;Joshua
5241;o11r8;R10;07.08.2009;Joshua
5242;g15r8;KU;07.08.2009;Joshua
5243;o12r8;R10;07.08.2009;Joshua
5244;o14r8;R10;07.08.2009;Claude
5245;r7s5;R3;08.08.2009;Michael
5246;r5y11;KM;08.08.2009;Claude
5247;r7s7;R3;09.08.2009;Michael
5248;o6r7;FJ2;16.08.2009;Alexei
5249;g4r8;FJ2;16.08.2009;Alexei
5250;b5r8;FJ2;16.08.2009;Alexei
5251;r8y8;2M3;16.08.2009;florian
5252;r8y9;2M3;16.08.2009;florian
5253;r8y10;2M3;16.08.2009;florian
5254;r8y11;2M3;16.08.2009;florian
5255;r8y12;2U3;16.08.2009;florian
5256;g18r8;M1;16.08.2009;florian
